police officers&titleId=0&totalTokens=290187&title=police officers, home secretary, police forces, metropolitan police, antisocial behaviour, home office, chief constable, police crime commissioners, home affairs, organised crime&weight=0.025549310168625446&frequency=1200
mr straw&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.144350735345369E-4&frequency=41
mr byrne&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.970098278385725E-4&frequency=40
rees mogg&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.970098278385725E-4&frequency=40
mr amess&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.970098278385725E-4&frequency=40
andy sawford&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.970098278385725E-4&frequency=40
liberal democrats&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.970098278385725E-4&frequency=40
john mann&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.970098278385725E-4&frequency=40
alex cunningham&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.795845821426082E-4&frequency=39
lords amendment&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.795845821426082E-4&frequency=39
richard fuller&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.795845821426082E-4&frequency=39
jack dromey&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.795845821426082E-4&frequency=39
sadiq khan&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.621593364466439E-4&frequency=38
mr chope&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.621593364466439E-4&frequency=38
rh sir&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.621593364466439E-4&frequency=38
mr bailey&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.447340907506795E-4&frequency=37
margot james&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.447340907506795E-4&frequency=37
mr sheerman&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.447340907506795E-4&frequency=37
lisa nandy&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.447340907506795E-4&frequency=37
albert owen&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.447340907506795E-4&frequency=37
jeremy corbyn&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.273088450547153E-4&frequency=36
dr lewis&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.273088450547153E-4&frequency=36
john pugh&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.273088450547153E-4&frequency=36
fiona donnell&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.09883599358751E-4&frequency=35
mr reid&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.09883599358751E-4&frequency=35
steve mccabe&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.09883599358751E-4&frequency=35
mr umunna&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.09883599358751E-4&frequency=35
helen jones&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.09883599358751E-4&frequency=35
mark durkan&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=6.09883599358751E-4&frequency=35
heidi alexander&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.924583536627867E-4&frequency=34
anna soubry&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.924583536627867E-4&frequency=34
ben gummer&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.924583536627867E-4&frequency=34
alan johnson&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.924583536627867E-4&frequency=34
ian lucas&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.924583536627867E-4&frequency=34
chris skidmore&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
hywel williams&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
mr evans&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
mr peter&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
pavilion caroline lucas&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
david miliband&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
mr buckland&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
sarah teather&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
mr donohoe&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
willetts rh&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
sir bob russell&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
stewart hosie&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.750331079668223E-4&frequency=33
mr robertson&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.57607862270858E-4&frequency=32
hugh bayley&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.57607862270858E-4&frequency=32
ian swales&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.57607862270858E-4&frequency=32
rachel reeves&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=5.57607862270858E-4&frequency=32
